entry_time,entry_price,direction,stop_loss,take_profit,size,exit_time,exit_price,pnl,pnl_pct,exit_reason
2025-11-27 18:12:58.512324,1940.6580491646894,SHORT,1951.0860795016483,1933.8623481421016,21.147872905265775,2025-11-28 00:12:58.512324,1948.1272317981786,-157.95732503924907,-0.3848788629560055,signal
2025-11-28 00:12:58.512324,1948.1272317981786,LONG,1942.4984508603427,1954.9422695905762,42.28336495816602,2025-11-28 03:12:58.512324,1941.5272016349127,-279.0714841282784,-0.33878845567873583,sl
2025-11-28 06:12:58.512324,1948.3434615965364,LONG,1940.903198179479,1955.159255815015,29.57525102209089,2025-11-28 15:12:58.512324,1954.1816761871078,172.66666203698264,0.2996501749125574,tp
2025-11-28 16:12:58.512324,1954.1644054331632,LONG,1948.9403846110781,1959.0473749619816,45.839649977211636,2025-11-29 03:12:58.512324,1958.0678512745008,178.93259107191537,0.19975012493753302,tp
2025-11-29 03:12:58.512324,1959.511005653028,LONG,1955.3954024527475,1964.4073350024858,63.21884906843986,2025-11-29 09:12:58.512324,1963.4251313349846,247.44652072252157,0.19975012493753377,tp
2025-11-29 09:12:58.512324,1967.0317553290815,LONG,1957.8509632443534,1971.9468771564905,24.789628684465484,2025-11-29 16:12:58.512324,1962.7995828298622,-104.91398478425421,-0.2151552707653834,signal
2025-11-29 16:12:58.512324,1962.7995828298622,SHORT,1965.323901871961,1957.8901291459456,130.391305147305,2025-11-29 17:12:58.512324,1966.3065638228968,-457.27982880857724,-0.1786723934380732,sl
2025-11-30 00:12:58.512324,1967.6446564250787,LONG,1964.3529418131104,1972.5613097394842,83.15969175291954,2025-11-30 02:12:58.512324,1971.5750290846145,326.84857884110016,0.199750124937534,tp
2025-11-30 02:12:58.512324,1970.9832371670948,SHORT,1973.7216572117868,1966.0533141126498,113.26804310727637,2025-11-30 03:12:58.512324,1974.7085180403926,-421.9552745434112,-0.18900621796521216,sl
2025-11-30 03:12:58.512324,1974.263885056617,LONG,1964.9425424959957,1979.1970781727005,22.801936228289208,2025-11-30 06:12:58.512324,1978.2074796336142,89.92159205491632,0.19975012493753155,tp
2025-11-30 06:12:58.512324,1979.6541588161701,LONG,1971.5456959552237,1984.6008208821775,26.947676051138313,2025-11-30 12:12:58.512324,1974.0509159761955,-150.99437288749724,-0.2830415007096686,signal
2025-11-30 12:12:58.512324,1974.0509159761955,SHORT,1980.5416459169476,1967.1382814530173,34.311081880245624,2025-11-30 16:12:58.512324,1980.5900174771432,-224.3636470222539,-0.33125293010560636,signal
2025-11-30 16:12:58.512324,1980.5900174771432,LONG,1974.062629860916,1987.5186182379327,33.2869418789248,2025-11-30 19:12:58.512324,1975.0611377537782,-184.0394980072159,-0.2791531651970868,signal
2025-11-30 19:12:58.512324,1975.0611377537782,SHORT,1981.1960026147644,1968.1449656856057,35.098210346891065,2025-12-01 01:12:58.512324,1980.915973103652,-205.4942426562855,-0.29643818299885627,signal
2025-12-01 01:12:58.512324,1980.915973103652,LONG,1971.8617171700644,1992.0224494914105,21.89043597365344,2025-12-01 03:12:58.512324,1991.0264382666649,221.32249031478537,0.5103934392114557,tp
2025-12-01 03:12:58.512324,1992.3548510967755,LONG,1971.8617171700644,2020.6053530224538,9.280848064423541,2025-12-01 08:12:58.512324,1994.8071629710973,22.759533912162546,0.1230860994953707,signal
2025-12-01 08:12:58.512324,1994.8071629710973,SHORT,1998.5327396747257,1989.8176503073375,66.50634771773933,2025-12-01 09:12:58.512324,1999.5320060445629,-314.23205635565114,-0.23685713392106933,sl
2025-12-01 09:12:58.512324,2001.3939881378822,LONG,1972.7182866892474,2041.907048071782,6.327498772979042,2025-12-01 12:12:58.512324,1989.2701010170751,-76.71388088064278,-0.6057721364541123,signal
2025-12-01 12:12:58.512324,1989.2701010170751,SHORT,2002.2706220855275,1982.3041726993563,14.45858331905055,2025-12-01 13:12:58.512324,1983.2953247857058,86.38679995393635,0.30035017508756334,tp
2025-12-01 13:12:58.512324,1981.6238558788295,SHORT,2001.9227904425939,1974.6847028067175,9.07967186396045,2025-12-02 07:12:58.512324,1975.6720451581207,54.04048834043843,0.30035017508755707,tp
2025-12-02 07:12:58.512324,1972.299913400244,SHORT,1981.7024341615097,1967.3666970085474,20.958794467184156,2025-12-02 10:12:58.512324,1976.180347608699,-81.32922301844296,-0.1967466601854346,signal
2025-12-02 10:12:58.512324,1976.180347608699,LONG,1973.2377829957454,1981.1183294867817,89.39195637207149,2025-12-02 11:12:58.512324,1974.5409295523034,-146.55078737291046,-0.08295892924851193,signal
2025-12-02 11:12:58.512324,1974.5409295523034,SHORT,1978.5690060038953,1969.6021078175552,56.51541114981468,2025-12-02 12:12:58.512324,1970.586908871464,223.46310447251162,0.200250125062536,tp
2025-12-02 12:12:58.512324,1968.5608537161797,SHORT,1977.9757319391267,1963.636989649856,20.911871545818794,2025-12-02 13:12:58.512324,1964.618808144681,82.43555061894546,0.20025012506253406,tp
2025-12-02 13:12:58.512324,1962.9587365812035,SHORT,1977.9757319391267,1958.0488848138668,12.67802114280958,2025-12-02 18:12:58.512324,1959.0279092562737,49.83511193419427,0.2002501250625367,tp
2025-12-02 19:12:58.512324,1952.8064624920007,SHORT,1965.394472916038,1947.922004106578,15.410405593324743,2025-12-02 20:12:58.512324,1954.3901859860437,-24.40582139087917,-0.08109986957037889,signal
2025-12-02 20:12:58.512324,1954.3901859860437,LONG,1951.2876608612048,1959.2737196841597,83.9410581729638,2025-12-03 05:12:58.512324,1952.9451643469292,-121.29664547009584,-0.0739372132277351,signal
2025-12-03 05:12:58.512324,1952.9451643469292,SHORT,1959.3011038068844,1946.1064369079954,32.7227724108757,2025-12-03 14:12:58.512324,1947.0794901264494,191.94112255310228,0.3003501750875494,tp
2025-12-03 14:12:58.512324,1945.0058924666732,SHORT,1961.6407393364104,1922.4860957644514,11.483316735748225,2025-12-04 01:12:58.512324,1944.294094717319,8.173799007627217,0.03659617444405325,signal
2025-12-04 01:12:58.512324,1944.294094717319,LONG,1936.4611529556632,1951.095723234571,26.23612033510014,2025-12-04 02:12:58.512324,1939.3988018088003,-128.43349382346003,-0.25177738912129277,signal
2025-12-04 02:12:58.512324,1939.3988018088003,SHORT,1953.9445719515809,1920.0056078275063,13.070680563053171,2025-12-04 07:12:58.512324,1936.0226499604971,44.12860234153205,0.17408239322177313,signal
2025-12-04 07:12:58.512324,1936.0226499604971,LONG,1931.0390328467977,1940.8602877664953,44.40235473496019,2025-12-04 08:12:58.512324,1932.2675714113618,-166.73432979634546,-0.1939583996711983,signal
2025-12-04 08:12:58.512324,1932.2675714113618,SHORT,1939.7963242546327,1927.4344859400978,26.6659847293046,2025-12-04 13:12:58.512324,1928.3982031830678,103.18051408774365,0.20025012506253081,tp
2025-12-04 13:12:58.512324,1925.0517553601978,SHORT,1945.1912694337461,1897.2500027033022,9.232513574468445,2025-12-05 00:12:58.512324,1916.8635502906504,75.59771445512764,0.4253498663995812,signal
2025-12-05 00:12:58.512324,1916.8635502906504,LONG,1912.0591860945492,1921.6533142843803,46.4219196116127,2025-12-05 02:12:58.512324,1915.9305184716995,-43.31312809441519,-0.04867492100882301,signal
2025-12-05 02:12:58.512324,1915.9305184716995,SHORT,1919.576548429191,1911.1382960643166,66.11535649472833,2025-12-05 08:12:58.512324,1920.5363367034056,-304.51531433916495,-0.24039589052425683,sl
2025-12-05 08:12:58.512324,1921.1699849592753,LONG,1912.2112679718173,1925.9705096593234,21.453006377330954,2025-12-05 12:12:58.512324,1917.1310720487065,-86.64682442791673,-0.2102319389845357,signal
2025-12-05 12:12:58.512324,1917.1310720487065,SHORT,1926.7155106164605,1905.1520268434595,19.692968866577154,2025-12-05 23:12:58.512324,1919.0478832033134,-37.747702390781015,-0.09998331269851629,signal
2025-12-05 23:12:58.512324,1919.0478832033134,LONG,1915.3008775177695,1925.7611941390574,60.65503810610548,2025-12-06 09:12:58.512324,1915.4607401185817,-217.57830049645273,-0.18692306305270234,signal
2025-12-06 09:12:58.512324,1915.4607401185817,SHORT,1919.296003610905,1910.6696927445983,57.26273412220696,2025-12-06 15:12:58.512324,1911.6250275909704,219.64338663782712,0.20025012506254183,tp
2025-12-06 18:12:58.512324,1908.3556541291046,SHORT,1912.6418409767496,1903.5823783558951,50.768376143951905,2025-12-07 03:12:58.512324,1909.11974581826,-38.79169428351505,-0.04003927085091594,signal
2025-12-07 03:12:58.512324,1909.11974581826,LONG,1906.133858245851,1913.8901599757269,82.86221653879376,2025-12-07 06:12:58.512324,1909.0560669558831,-5.276571683222563,-0.0033355090751341562,signal
2025-12-07 06:12:58.512324,1909.0560669558831,SHORT,1911.5266609066377,1904.2810392746528,111.01576511838527,2025-12-07 09:12:58.512324,1912.2968859429927,-359.7819994641633,-0.16976028327325698,signal
2025-12-07 09:12:58.512324,1912.2968859429927,LONG,1908.2510317424976,1917.075238981331,52.11708850754462,2025-12-07 15:12:58.512324,1908.1329283023993,-217.01334889647708,-0.21774640073945148,signal
2025-12-07 15:12:58.512324,1908.1329283023993,SHORT,1913.5529395501314,1901.4511221502646,35.09302534527464,2025-12-07 16:12:58.512324,1910.0613748026212,-67.67502190929613,-0.1010645784482978,signal
2025-12-07 16:12:58.512324,1910.0613748026212,LONG,1907.8247723289703,1914.834141856101,121.17470003085192,2025-12-08 00:12:58.512324,1913.876724785173,462.3238896484401,0.19975012493753733,tp
2025-12-08 00:12:58.512324,1916.1847646487874,LONG,1910.2652699323685,1920.9728325264705,33.17071434611723,2025-12-08 10:12:58.512324,1920.0123461102073,126.96361129325237,0.19975012493753,tp
2025-12-08 10:12:58.512324,1923.7577875850782,LONG,1908.1544999023042,1944.7592236225016,11.41422867815716,2025-12-09 09:12:58.512324,1925.3638689125085,18.33217954700736,0.08348667060869511,signal
2025-12-09 09:12:58.512324,1925.3638689125085,SHORT,1938.3059498107364,1908.3586563557024,13.982244513688533,2025-12-09 14:12:58.512324,1925.0888450323139,3.845451139983817,0.01428425476530351,signal
2025-12-09 14:12:58.512324,1925.0888450323139,LONG,1911.477482700565,1933.496773471174,13.24729415763717,2025-12-10 07:12:58.512324,1919.575749932056,-73.03359251214515,-0.28638133322960485,signal
2025-12-10 07:12:58.512324,1919.575749932056,SHORT,1925.7663177284512,1914.7744098872033,31.758571819466145,2025-12-10 09:12:58.512324,1915.7317970921467,122.0784523368974,0.20025012506254392,tp
2025-12-10 09:12:58.512324,1914.883742275979,SHORT,1923.3915457880473,1910.0941381182101,22.324317614757092,2025-12-10 12:12:58.512324,1911.0491851872691,85.60387036027969,0.200250125062544,tp
2025-12-10 12:12:58.512324,1908.0501243285846,SHORT,1919.1207400583164,1903.2776127619795,16.830213070521694,2025-12-10 22:12:58.512324,1905.9701635323065,35.00618337969241,0.10900975659693475,signal
2025-12-10 22:12:58.512324,1905.9701635323065,LONG,1902.7749429059966,1910.7327076690688,76.22725660388065,2025-12-10 23:12:58.512324,1904.457608295715,-115.29793614719792,-0.07935880978263732,signal
2025-12-10 23:12:58.512324,1904.457608295715,SHORT,1908.0931292820503,1899.694082512084,62.86212465452455,2025-12-11 00:12:58.512324,1909.0471758466913,-288.50996749982676,-0.2409907960662547,sl
2025-12-11 01:12:58.512324,1913.5138512600813,LONG,1903.6296050184656,1920.20780276374,18.24284579560699,2025-12-11 11:12:58.512324,1919.2476988623582,104.60169762384854,0.2996501749125607,tp
2025-12-11 12:12:58.512324,1924.3865044585104,LONG,1908.6428258046728,1929.1950664386666,11.159643622382145,2025-12-11 22:12:58.512324,1918.200572460425,-69.03279657092315,-0.3214495624321579,signal
2025-12-11 22:12:58.512324,1918.200572460425,SHORT,1921.6648367064686,1913.4026720790832,65.30940741423653,2025-12-12 00:12:58.512324,1914.3593734151227,250.86643340882733,0.2002501250625393,tp
2025-12-12 00:12:58.512324,1911.1387918307023,SHORT,1921.0886253611295,1906.3585547325763,18.745359090190824,2025-12-12 06:12:58.512324,1920.1503929719765,-168.9256993707591,-0.47153043932732497,signal
2025-12-12 06:12:58.512324,1920.1503929719765,LONG,1914.6304027660015,1926.867560763483,36.22709539654971,2025-12-12 11:12:58.512324,1913.6730875646185,-234.65396090494613,-0.33733323343139554,sl
2025-12-12 12:12:58.512324,1914.1295176934627,SHORT,1926.4300266625132,1909.3418000404024,14.150804417044306,2025-12-12 15:12:58.512324,1918.1063511561404,-56.27539252950824,-0.2077619840202736,signal
2025-12-12 15:12:58.512324,1918.1063511561404,LONG,1907.0953978520674,1922.306079451782,15.855495050793708,2025-12-12 21:12:58.512324,1906.1418501531416,-189.70308643826317,-0.6237662992871664,sl
2025-12-12 22:12:58.512324,1903.9970981910244,SHORT,1911.3494404523956,1897.329774685603,24.311065329139314,2025-12-13 00:12:58.512324,1912.3051151726218,-201.97674359521193,-0.4363460947230824,sl
2025-12-13 05:12:58.512324,1902.232021276806,SHORT,1910.652562752451,1897.4740622440975,20.289870542281545,2025-12-13 07:12:58.512324,1911.6078890338272,-190.23514301150914,-0.4928877051879218,sl
2025-12-13 09:12:58.512324,1907.9878038197805,LONG,1904.111159342191,1912.7553895364715,50.54022538764008,2025-12-13 10:12:58.512324,1903.6362334206835,-219.92934876054525,-0.22807118527619416,signal
2025-12-13 10:12:58.512324,1903.6362334206835,SHORT,1911.8120780417191,1896.9701735737874,19.84239351289541,2025-12-13 14:12:58.512324,1905.972534937941,-46.35781407019643,-0.12272835934937402,signal
2025-12-13 14:12:58.512324,1905.972534937941,LONG,1900.8441396651099,1912.6401050251802,34.1016183230572,2025-12-13 19:12:58.512324,1902.1172524243125,-131.47137280731505,-0.20227377063195773,signal
2025-12-13 19:12:58.512324,1902.1172524243125,SHORT,1909.5474878917353,1895.4565116704505,21.57413759788791,2025-12-14 00:12:58.512324,1903.4079226896517,-27.845097897931662,-0.0678544008627363,signal
2025-12-14 00:12:58.512324,1903.4079226896517,LONG,1896.0849820256797,1910.0665211198507,21.84890381810903,2025-12-14 03:12:58.512324,1897.547041543705,-128.0538284471576,-0.3079151387404563,signal
2025-12-14 03:12:58.512324,1897.547041543705,SHORT,1903.4254641750936,1890.9023045297952,27.72295691580108,2025-12-14 06:12:58.512324,1904.377176907181,-189.35154841073026,-0.3599455093307911,sl
