,Close,Open,High,Low,Volume
2024-12-27 22:07:25.355486,1796.413085788781,1794.6166727029922,1796.947718846631,1793.9779206956464,240353
2024-12-27 23:07:25.355486,1791.0401404467998,1796.413085788781,1798.20431376894,1789.6203166692464,418454
2024-12-28 00:07:25.355486,1795.0094327502452,1791.0401404467998,1796.2315058486893,1789.9052680371292,403144
2024-12-28 01:07:25.355486,1800.4017423300313,1795.0094327502452,1801.1370924347395,1793.7713146519889,790915
2024-12-28 02:07:25.355486,1798.4204749718315,1800.4017423300313,1801.4096734853094,1798.0049772566815,89127
2024-12-28 03:07:25.355486,1800.4091302698223,1798.4204749718315,1801.157801690602,1796.6767709209998,111671
2024-12-28 04:07:25.355486,1806.7028393674448,1800.4091302698223,1808.3077428083236,1799.220543195806,64706
2024-12-28 05:07:25.355486,1809.710891219499,1806.7028393674448,1810.5840755932002,1806.3465650390863,157519
2024-12-28 06:07:25.355486,1810.2191188723457,1809.710891219499,1811.7098856834807,1808.3527208521355,142595
2024-12-28 07:07:25.355486,1811.2556874118393,1810.2191188723457,1812.7774615096998,1809.9046582815015,28142
2024-12-28 08:07:25.355486,1815.6264456428703,1811.2556874118393,1817.123125235261,1811.1408811579208,84634
2024-12-28 09:07:25.355486,1811.4416184233755,1815.6264456428703,1816.9376703864234,1810.4859862456562,686331
2024-12-28 10:07:25.355486,1815.0641023699313,1811.4416184233755,1816.6157602256249,1810.4389420960117,207774
2024-12-28 11:07:25.355486,1813.6871821740829,1815.0641023699313,1815.7669488792808,1813.34445773332,332833
2024-12-28 12:07:25.355486,1802.8296597534152,1813.6871821740829,1813.8951453613295,1802.2015918598117,144271
2024-12-28 13:07:25.355486,1799.9271976560817,1802.8296597534152,1804.348461180042,1798.2248817780817,24659
2024-12-28 14:07:25.355486,1800.753108268818,1799.9271976560817,1801.6501865918083,1799.4142125872277,143109
2024-12-28 15:07:25.355486,1806.4217496024805,1800.753108268818,1806.6518444380167,1800.4729685998475,461250
2024-12-28 16:07:25.355486,1802.8219143515087,1806.4217496024805,1806.6300526505515,1801.032501901075,49727
2024-12-28 17:07:25.355486,1794.8866680213637,1802.8219143515087,1803.1090000291238,1794.3440638444454,343533
2024-12-28 18:07:25.355486,1804.9141339746084,1794.8866680213637,1806.2695762252185,1793.6656897725613,29678
2024-12-28 19:07:25.355486,1809.8977276192861,1804.9141339746084,1811.184305497256,1804.496187730263,166074
2024-12-28 20:07:25.355486,1805.3306085454415,1809.8977276192861,1810.266618585399,1804.3374579101123,280553
2024-12-28 21:07:25.355486,1795.2323512327127,1805.3306085454415,1806.8595853152492,1794.5388853136528,119120
2024-12-28 22:07:25.355486,1794.7376107547957,1795.2323512327127,1795.7373407498783,1793.0118282890717,1928921
2024-12-28 23:07:25.355486,1798.4120483285303,1794.7376107547957,1799.8381631557147,1793.9608377735842,99390
2024-12-29 00:07:25.355486,1793.5618255086565,1798.4120483285303,1799.2911227622951,1792.5140729924603,91270
2024-12-29 01:07:25.355486,1796.8296854433381,1793.5618255086565,1798.1441538324705,1791.8673288001096,199684
2024-12-29 02:07:25.355486,1792.8514547348796,1796.8296854433381,1797.5149741180107,1791.0779045811623,76498
2024-12-29 03:07:25.355486,1786.220465849848,1792.8514547348796,1793.4738262593785,1786.0388815995375,38509
2024-12-29 04:07:25.355486,1783.027301946234,1786.220465849848,1787.7233195846486,1781.5396853380832,54302
2024-12-29 05:07:25.355486,1789.904122765411,1783.027301946234,1789.9673104163087,1782.3459778045742,347314
2024-12-29 06:07:25.355486,1789.2048465045093,1789.904122765411,1791.648808445919,1788.1405761005262,119977
2024-12-29 07:07:25.355486,1782.4128401416008,1789.2048465045093,1790.3645725115628,1781.7443496300004,892713
2024-12-29 08:07:25.355486,1779.231921576922,1782.4128401416008,1783.1837040858754,1778.5182428195594,104690
2024-12-29 09:07:25.355486,1773.4235749817565,1779.231921576922,1780.3493762472358,1773.141853282377,331210
2024-12-29 10:07:25.355486,1777.7080820205001,1773.4235749817565,1777.9262795930151,1772.4078174414217,271262
2024-12-29 11:07:25.355486,1775.5637797717297,1777.7080820205001,1778.621917224858,1774.5930507402868,103140
2024-12-29 12:07:25.355486,1775.4200619932124,1775.5637797717297,1777.312879702587,1775.0838759273868,67588
2024-12-29 13:07:25.355486,1773.5779607707782,1775.4200619932124,1775.8377640731392,1772.6171596206327,28801
2024-12-29 14:07:25.355486,1772.4601086758753,1773.5779607707782,1774.8589772887765,1770.7353244072342,282976
2024-12-29 15:07:25.355486,1775.184709635238,1772.4601086758753,1775.9568641707433,1771.1938479384294,539425
2024-12-29 16:07:25.355486,1778.0387530918738,1775.184709635238,1779.1988489646558,1774.3308767498643,33192
2024-12-29 17:07:25.355486,1779.1916809990191,1778.0387530918738,1779.5562146518503,1776.4099202644231,112370
2024-12-29 18:07:25.355486,1765.4700058452604,1779.1916809990191,1780.0287283822938,1764.454305604918,83540
2024-12-29 19:07:25.355486,1759.5534360185725,1765.4700058452604,1767.2003301345264,1759.3158118483836,282481
2024-12-29 20:07:25.355486,1758.24217861238,1759.5534360185725,1759.897054196153,1757.279524056399,117166
2024-12-29 21:07:25.355486,1764.5520069487266,1758.24217861238,1765.6750472999295,1757.9239840477487,611078
2024-12-29 22:07:25.355486,1769.5978948523862,1764.5520069487266,1770.6164714168856,1763.1977047451714,110813
2024-12-29 23:07:25.355486,1764.4462401903518,1769.5978948523862,1770.5978089499688,1762.7397132843305,47269
2024-12-30 00:07:25.355486,1766.5548543048976,1764.4462401903518,1767.6415033382277,1763.8095951954635,101843
2024-12-30 01:07:25.355486,1765.5078337375178,1766.5548543048976,1767.442085235333,1764.7399828131242,113707
2024-12-30 02:07:25.355486,1765.0216534584122,1765.5078337375178,1765.5377251097286,1764.2777030675857,275433
2024-12-30 03:07:25.355486,1768.1001518999694,1765.0216534584122,1769.691613209042,1764.518092823403,112025
2024-12-30 04:07:25.355486,1772.0130472228807,1768.1001518999694,1773.4784644949593,1766.6959621834317,252734
2024-12-30 05:07:25.355486,1774.6908206178541,1772.0130472228807,1774.999914402433,1770.918424557614,73829
2024-12-30 06:07:25.355486,1772.019265459078,1774.6908206178541,1775.424252732156,1771.9057648663456,121215
2024-12-30 07:07:25.355486,1772.3000859860133,1772.019265459078,1773.665730010753,1770.532884473428,74233
2024-12-30 08:07:25.355486,1774.778567136252,1772.3000859860133,1776.5179607280593,1771.9685094978536,69797
2024-12-30 09:07:25.355486,1779.9555771354949,1774.778567136252,1781.6485588259293,1773.0407906404641,582353
2024-12-30 10:07:25.355486,1783.389028299228,1779.9555771354949,1784.9929356284304,1779.285133480526,79608
2024-12-30 11:07:25.355486,1784.0293975445356,1783.389028299228,1784.3119412331212,1782.289658762001,114966
2024-12-30 12:07:25.355486,1778.1328364715782,1784.0293975445356,1785.6608480169784,1777.994455739366,462593
2024-12-30 13:07:25.355486,1777.3769356810922,1778.1328364715782,1779.694828216328,1776.7643391260847,344552
2024-12-30 14:07:25.355486,1775.7649729648595,1777.3769356810922,1778.0469177591062,1774.3401809114584,840042
2024-12-30 15:07:25.355486,1777.0966801261307,1775.7649729648595,1777.7977849191159,1774.9175628400476,263761
2024-12-30 16:07:25.355486,1778.7778937988817,1777.0966801261307,1779.5959696224165,1775.489112278694,89286
2024-12-30 17:07:25.355486,1785.1003094985206,1778.7778937988817,1786.2716488204442,1777.7548502540665,1273328
2024-12-30 18:07:25.355486,1781.2854265766864,1785.1003094985206,1785.56592723734,1779.6313744575036,291291
2024-12-30 19:07:25.355486,1777.7312456334548,1781.2854265766864,1781.3263042796104,1775.9844292994896,139428
2024-12-30 20:07:25.355486,1776.7672330224418,1777.7312456334548,1777.9823137721373,1775.9607680418426,172381
2024-12-30 21:07:25.355486,1780.5190700589308,1776.7672330224418,1781.3027048254078,1775.7630813427584,194712
2024-12-30 22:07:25.355486,1785.0425929587943,1780.5190700589308,1785.5459795565437,1779.0324779316359,128436
2024-12-30 23:07:25.355486,1794.2512922030528,1785.0425929587943,1795.6230270306025,1784.6471471081666,41115
2024-12-31 00:07:25.355486,1784.9129633968328,1794.2512922030528,1794.442721000001,1783.3750296009448,827960
2024-12-31 01:07:25.355486,1786.4751994034834,1784.9129633968328,1788.1142282752521,1783.8564374649777,159239
2024-12-31 02:07:25.355486,1783.2617581013474,1786.4751994034834,1788.074679205805,1781.9680014544188,195535
2024-12-31 03:07:25.355486,1786.0855801034306,1783.2617581013474,1787.7086975499758,1783.1193574765011,1300350
2024-12-31 04:07:25.355486,1788.090142771812,1786.0855801034306,1789.4126321198098,1784.7171033303616,82183
2024-12-31 05:07:25.355486,1779.198442029162,1788.090142771812,1788.2814683660986,1778.6454904527413,313478
2024-12-31 06:07:25.355486,1780.4266113514004,1779.198442029162,1781.2066831428997,1777.7657740167192,73695
2024-12-31 07:07:25.355486,1781.6001026871081,1780.4266113514004,1781.8342145110105,1779.520102622969,224363
2024-12-31 08:07:25.355486,1786.2053682726707,1781.6001026871081,1787.9696018730192,1781.1108497600012,199088
2024-12-31 09:07:25.355486,1786.2658906157849,1786.2053682726707,1786.8607857917664,1784.5035437871768,358828
2024-12-31 10:07:25.355486,1781.0932525472815,1786.2658906157849,1787.3114465974988,1779.73060507294,544797
2024-12-31 11:07:25.355486,1778.4395730391561,1781.0932525472815,1782.481424257278,1776.6865899187858,91169
2024-12-31 12:07:25.355486,1782.4878585855145,1778.4395730391561,1784.1288455780652,1777.7913853486382,671100
2024-12-31 13:07:25.355486,1782.235832324311,1782.4878585855145,1783.8346132334086,1781.0787698303648,720341
2024-12-31 14:07:25.355486,1783.0891037215158,1782.235832324311,1784.2918040598531,1781.1458370679786,126755
2024-12-31 15:07:25.355486,1791.9635600465324,1783.0891037215158,1792.79858241959,1781.8631287883259,161686
2024-12-31 16:07:25.355486,1789.3821439999313,1791.9635600465324,1793.0484150254606,1789.3135810208375,99275
2024-12-31 17:07:25.355486,1785.8506673596216,1789.3821439999313,1789.5506390381033,1785.3297002103934,119917
2024-12-31 18:07:25.355486,1774.8863797170757,1785.8506673596216,1787.4292210210774,1773.2724088427892,48850
2024-12-31 19:07:25.355486,1773.4998573628777,1774.8863797170757,1775.8515226561349,1772.7482125560143,354171
2024-12-31 20:07:25.355486,1769.6163771525014,1773.4998573628777,1773.5710368690993,1767.9164063653907,20946
2024-12-31 21:07:25.355486,1765.8027597605696,1769.6163771525014,1771.2442510194464,1765.4257552690954,81056
2024-12-31 22:07:25.355486,1767.8765606013949,1765.8027597605696,1768.7415860919969,1764.0415057555454,155412
2024-12-31 23:07:25.355486,1762.1650789889359,1767.8765606013949,1769.4121189855534,1760.935826271398,597074
2025-01-01 00:07:25.355486,1757.4802598846575,1762.1650789889359,1763.675057018443,1756.1157637679564,94348
2025-01-01 01:07:25.355486,1757.5237151648466,1757.4802598846575,1758.957417925486,1756.782784208597,249659
2025-01-01 02:07:25.355486,1752.9993586355884,1757.5237151648466,1757.631632427441,1751.409373980741,150093
2025-01-01 03:07:25.355486,1750.4943301687708,1752.9993586355884,1753.4324663065572,1749.5395004533254,418787
2025-01-01 04:07:25.355486,1745.0393019678663,1750.4943301687708,1752.0269717553128,1743.8510377321559,236945
2025-01-01 05:07:25.355486,1743.5610640892833,1745.0393019678663,1746.608076692795,1743.3957600788278,373326
2025-01-01 06:07:25.355486,1746.4146034846813,1743.5610640892833,1747.2145816353236,1742.4596902142698,93841
2025-01-01 07:07:25.355486,1748.642834017353,1746.4146034846813,1749.412309376437,1744.8793671019637,59040
2025-01-01 08:07:25.355486,1752.6297734647953,1748.642834017353,1752.9367301542877,1748.3310803279076,234950
2025-01-01 09:07:25.355486,1753.7487639337205,1752.6297734647953,1755.4471131573678,1751.3368130270972,99934
2025-01-01 10:07:25.355486,1750.2147947148972,1753.7487639337205,1754.122555271428,1750.1703379307075,167765
2025-01-01 11:07:25.355486,1754.0116744641996,1750.2147947148972,1754.3465798130353,1748.5937404923998,223524
2025-01-01 12:07:25.355486,1747.9290655748673,1754.0116744641996,1755.1706007914981,1746.2109961787055,563491
2025-01-01 13:07:25.355486,1742.0147653773515,1747.9290655748673,1748.353540190491,1741.3977784713868,357385
2025-01-01 14:07:25.355486,1741.5255225240921,1742.0147653773515,1743.6501193850554,1741.339050682018,82371
2025-01-01 15:07:25.355486,1752.0990975536538,1741.5255225240921,1752.1182076903071,1740.3785949704047,51791
2025-01-01 16:07:25.355486,1750.4050397899143,1752.0990975536538,1752.1091778393784,1750.3528173059908,897511
2025-01-01 17:07:25.355486,1750.6910012282444,1750.4050397899143,1751.5748845012465,1749.5604933715022,33434
2025-01-01 18:07:25.355486,1745.6555156594666,1750.6910012282444,1751.5454477848523,1745.1810828433458,103517
2025-01-01 19:07:25.355486,1744.48456741013,1745.6555156594666,1745.9406929653583,1743.6588347353568,310284
2025-01-01 20:07:25.355486,1746.0805804426018,1744.48456741013,1746.944051448153,1744.4526860567075,837989
2025-01-01 21:07:25.355486,1739.741189386808,1746.0805804426018,1746.7993739040623,1739.6513975460457,134637
2025-01-01 22:07:25.355486,1741.3144880171828,1739.741189386808,1742.864831718771,1739.7133955793345,167266
2025-01-01 23:07:25.355486,1742.8546638091784,1741.3144880171828,1742.870792047187,1740.2363847218767,67844
2025-01-02 00:07:25.355486,1746.8245114460342,1742.8546638091784,1748.5298834712503,1741.8785032554417,184723
2025-01-02 01:07:25.355486,1746.5682280366566,1746.8245114460342,1747.915216031476,1746.1610016843,51526
2025-01-02 02:07:25.355486,1749.8324074758743,1746.5682280366566,1750.0981080579274,1745.4388216928346,76858
2025-01-02 03:07:25.355486,1758.4962926567512,1749.8324074758743,1758.5785199676827,1748.2851929628341,349371
2025-01-02 04:07:25.355486,1754.7657893296478,1758.4962926567512,1759.4425494623852,1754.279153994142,105495
2025-01-02 05:07:25.355486,1752.6875800102093,1754.7657893296478,1755.1779665571453,1751.2293547964944,407277
2025-01-02 06:07:25.355486,1752.4319994451753,1752.6875800102093,1753.2154291064387,1751.2709972353202,139593
2025-01-02 07:07:25.355486,1749.9621895822365,1752.4319994451753,1752.8615768949244,1749.9030050854487,41405
2025-01-02 08:07:25.355486,1746.745931405785,1749.9621895822365,1751.0999665477018,1746.0906398515776,523538
2025-01-02 09:07:25.355486,1744.0675415694886,1746.745931405785,1747.7128058682767,1743.181978690311,43681
2025-01-02 10:07:25.355486,1736.9725041280253,1744.0675415694886,1744.2035342306256,1735.7015627537812,89162
2025-01-02 11:07:25.355486,1735.0642638149297,1736.9725041280253,1737.8870662388442,1734.566073844255,133292
2025-01-02 12:07:25.355486,1739.324662701947,1735.0642638149297,1740.7007985740686,1733.3591639290157,444999
2025-01-02 13:07:25.355486,1746.9256430850628,1739.324662701947,1747.0674839978467,1738.134025848687,96135
2025-01-02 14:07:25.355486,1745.602809262562,1746.9256430850628,1748.479950918292,1744.9520246603724,64426
2025-01-02 15:07:25.355486,1741.1412570219165,1745.602809262562,1746.6123029744533,1740.9723227234151,191505
2025-01-02 16:07:25.355486,1747.1330427775906,1741.1412570219165,1748.7939101991258,1740.8254701318153,131404
2025-01-02 17:07:25.355486,1742.7651634978565,1747.1330427775906,1747.3918651940708,1741.915377680181,101987
2025-01-02 18:07:25.355486,1744.9281298451808,1742.7651634978565,1746.661829361382,1741.9030256666908,202093
2025-01-02 19:07:25.355486,1745.6659274830133,1744.9281298451808,1746.7906126731384,1743.588515776634,48844
2025-01-02 20:07:25.355486,1741.1952607532544,1745.6659274830133,1746.6565827710917,1739.9308454543382,29090
2025-01-02 21:07:25.355486,1740.4287531623727,1741.1952607532544,1742.0924631927212,1740.0784517789,1381568
2025-01-02 22:07:25.355486,1738.4383851159298,1740.4287531623727,1740.469921913451,1737.4040896892725,180626
2025-01-02 23:07:25.355486,1744.793380432688,1738.4383851159298,1746.4328566740987,1738.402535385948,193722
2025-01-03 00:07:25.355486,1736.5591907893104,1744.793380432688,1745.9170177259593,1735.8670896399442,74459
2025-01-03 01:07:25.355486,1733.5337063417762,1736.5591907893104,1736.7183056030872,1732.209104152053,399392
2025-01-03 02:07:25.355486,1737.2137599010055,1733.5337063417762,1737.250158299541,1732.8411447293397,95464
2025-01-03 03:07:25.355486,1736.040674916986,1737.2137599010055,1737.3019819378653,1734.590045856883,10035
2025-01-03 04:07:25.355486,1734.8614238417572,1736.040674916986,1737.0986107494266,1733.1679296852399,92315
2025-01-03 05:07:25.355486,1735.5700128736642,1734.8614238417572,1736.6356796151974,1733.8079941212636,122833
2025-01-03 06:07:25.355486,1734.0312532658966,1735.5700128736642,1736.4372204416939,1733.779811665669,137299
2025-01-03 07:07:25.355486,1734.5259127093952,1734.0312532658966,1735.0580059744516,1733.3728811212359,133384
2025-01-03 08:07:25.355486,1737.3959239321946,1734.5259127093952,1738.3197715866825,1734.5094635842897,85398
2025-01-03 09:07:25.355486,1741.3917559258527,1737.3959239321946,1742.2908396602961,1736.3487503688652,77534
2025-01-03 10:07:25.355486,1746.4772667536186,1741.3917559258527,1746.5111755875641,1739.9610833113286,120815
2025-01-03 11:07:25.355486,1742.495140119366,1746.4772667536186,1746.970592842943,1741.3974725932762,31398
2025-01-03 12:07:25.355486,1741.5705390901533,1742.495140119366,1742.587815318398,1740.201514472223,22980
2025-01-03 13:07:25.355486,1750.0897129456416,1741.5705390901533,1751.6650645162092,1740.1774499763071,179522
2025-01-03 14:07:25.355486,1748.4037425248982,1750.0897129456416,1751.3589185424219,1746.9158289517038,182541
2025-01-03 15:07:25.355486,1747.7021996811673,1748.4037425248982,1750.1453540164493,1747.2361508010472,392150
2025-01-03 16:07:25.355486,1751.652024534557,1747.7021996811673,1752.181323439682,1746.179481767321,126050
2025-01-03 17:07:25.355486,1744.332015638207,1751.652024534557,1753.1908260483053,1743.1910585354503,49334
2025-01-03 18:07:25.355486,1750.9448811326092,1744.332015638207,1752.0007959160907,1743.8266380740906,23396
