datetime,open,high,low,close,volume
2024-01-07 18:16:07.586613,2200.0,2222.452517875118,2189.238505654134,2205.7871677110093,919535.8041921726
2024-01-07 19:16:07.586613,2205.7871677110093,2205.7871677110093,2170.497278064251,2185.429308660426,907118.5911208412
2024-01-07 20:16:07.586613,2185.429308660426,2186.18346257162,2169.3116825420784,2177.0031110216178,351063.94563692063
2024-01-07 21:16:07.586613,2177.0031110216178,2179.4843554848294,2149.63380285422,2165.150245941453,313133.724527615
2024-01-07 22:16:07.586613,2165.150245941453,2189.1515068612302,2165.150245941453,2184.195214116254,996792.3923643307
2024-01-07 23:16:07.586613,2184.195214116254,2193.6727295102296,2159.093661020559,2175.0076468000257,400708.82549353957
2024-01-08 00:16:07.586613,2175.0076468000257,2191.4455818317333,2175.0076468000257,2186.094910030665,640291.5368076632
2024-01-08 01:16:07.586613,2186.094910030665,2238.3175227282554,2186.094910030665,2231.409230002057,315405.4351120801
2024-01-08 02:16:07.586613,2231.409230002057,2276.408059313663,2231.409230002057,2260.356100088232,843736.7919458441
2024-01-08 03:16:07.586613,2260.356100088232,2260.356100088232,2240.646814392949,2250.2462711712515,838205.0730992268
2024-01-08 04:16:07.586613,2250.2462711712515,2264.197538446688,2225.9017164497395,2242.3038985389726,739148.1683484932
2024-01-08 05:16:07.586613,2242.3038985389726,2258.9443052326155,2242.3038985389726,2252.7483690765175,502597.60740361124
2024-01-08 06:16:07.586613,2252.7483690765175,2252.7483690765175,2199.911099182032,2214.7073442399615,770094.6512278458
2024-01-08 07:16:07.586613,2214.7073442399615,2214.7073442399615,2188.9134123212034,2195.306490982809,657400.14003056
2024-01-08 08:16:07.586613,2195.306490982809,2212.965794318297,2195.306490982809,2206.378406578649,282913.8991617108
2024-01-08 09:16:07.586613,2206.378406578649,2214.173173565069,2191.068439459905,2203.5808526008304,465497.43047249195
2024-01-08 10:16:07.586613,2203.5808526008304,2254.3274019854803,2203.5808526008304,2247.5351470402625,997621.7390699869
2024-01-08 11:16:07.586613,2247.5351470402625,2249.7528861916517,2221.835684837487,2233.3935483163127,411708.3110697972
2024-01-08 12:16:07.586613,2233.3935483163127,2233.3935483163127,2190.7799659310886,2209.658487298071,984348.2045445121
2024-01-08 13:16:07.586613,2209.658487298071,2209.658487298071,2178.3117111901843,2189.6864989318856,774899.9754961589
