entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month,Source
2024-01-09 15:16:07.586613,2024-01-09 16:16:07.586613,SHORT,RANGE,36727.42827415456,36677.42827415456,True,True,True,True,TP3,0.0789600616289476,29.0,1.0,2024-01,BTC_Original
2024-01-13 09:16:07.586613,2024-01-13 10:16:07.586613,LONG,RANGE,36792.76954173318,72841.17857280666,False,False,False,False,SL,97.97552475680088,36047.90903107348,1.0,2024-01,BTC_Original
2024-01-15 15:16:07.586613,2024-01-15 16:16:07.586613,SHORT,RANGE,38001.9990332433,37951.9990332433,True,True,True,True,TP3,0.0763117750059186,29.0,1.0,2024-01,BTC_Original
2024-01-16 13:16:07.586613,2024-01-16 14:16:07.586613,LONG,TREND,39900.94321105835,39990.94321105835,True,True,True,True,TP3,0.1202979081123502,48.00000000000001,1.0,2024-01,BTC_Original
2024-01-16 14:16:07.586613,2024-01-16 15:16:07.586613,LONG,TREND,40212.96699254643,40302.96699254643,True,True,True,True,TP3,0.1193644826279466,48.0,1.0,2024-01,BTC_Original
2024-01-16 15:16:07.586613,2024-01-16 17:16:07.586613,LONG,TREND,40427.42162998802,40517.42162998802,True,True,True,True,TP3,0.1187312919416924,48.0,2.0,2024-01,BTC_Original
2024-01-18 10:16:07.586613,2024-01-18 11:16:07.586613,LONG,TREND,40485.89109223541,53109.60242166134,False,False,False,False,SL,31.17928490364108,12623.211329425923,1.0,2024-01,BTC_Original
2024-01-20 14:16:07.586613,2024-01-20 15:16:07.586613,LONG,RANGE,39884.5837389591,39934.5837389591,True,True,True,True,TP3,0.0727097973237035,29.000000000000004,1.0,2024-01,BTC_Original
2024-01-20 15:16:07.586613,2024-01-20 16:16:07.586613,LONG,RANGE,39818.81444766318,39868.81444766318,True,True,True,True,TP3,0.0728298931102452,29.0,1.0,2024-01,BTC_Original
2024-01-21 08:16:07.586613,2024-01-21 09:16:07.586613,LONG,RANGE,41585.676806555086,41635.676806555086,True,True,True,True,TP3,0.069735548936476,29.0,1.0,2024-01,BTC_Original
2024-01-21 09:16:07.586613,2024-01-21 10:16:07.586613,LONG,TREND,41855.36886318971,41945.36886318971,True,True,True,True,TP3,0.1146806283248748,47.99999999999999,1.0,2024-01,BTC_Original
2024-01-21 10:16:07.586613,2024-01-21 11:16:07.586613,LONG,TREND,42069.22209605361,42159.22209605361,True,True,True,True,TP3,0.1140976647735607,48.0,1.0,2024-01,BTC_Original
2024-01-23 08:16:07.586613,2024-01-23 10:16:07.586613,LONG,RANGE,42662.90813656519,42712.90813656519,True,True,True,True,TP3,0.0679747379319997,29.0,2.0,2024-01,BTC_Original
2024-01-23 10:16:07.586613,2024-01-23 11:16:07.586613,LONG,RANGE,42699.54163038357,42749.54163038357,True,True,True,True,TP3,0.0679164199256054,29.0,1.0,2024-01,BTC_Original
2024-01-25 08:16:07.586613,2024-01-25 09:16:07.586613,LONG,TREND,44078.40001522746,44168.40001522746,True,True,True,True,TP3,0.1088968746220774,48.00000000000001,1.0,2024-01,BTC_Original
2024-01-25 09:16:07.586613,2024-01-25 10:16:07.586613,LONG,TREND,44429.480316925285,44519.480316925285,True,True,True,True,TP3,0.1080363750771006,47.99999999999999,1.0,2024-01,BTC_Original
2024-01-25 10:16:07.586613,2024-01-25 11:16:07.586613,LONG,TREND,44664.24373580059,44754.24373580059,True,True,True,True,TP3,0.1074685161668272,48.0,1.0,2024-01,BTC_Original
2024-01-25 13:16:07.586613,2024-01-25 14:16:07.586613,LONG,TREND,45063.51765072295,45153.51765072295,True,True,True,True,TP3,0.1065163185263011,48.0,1.0,2024-01,BTC_Original
2024-01-27 10:16:07.586613,2024-01-27 11:16:07.586613,SHORT,RANGE,40048.83568474452,35803.24918171595,False,False,False,False,SL,10.599775075722391,4245.086503028564,1.0,2024-01,BTC_Original
2024-01-25 14:16:07.586613,2024-01-28 02:16:07.586613,LONG,TREND,45454.66719046759,41090.44475112843,False,False,False,False,TIMEOUT,-9.60401364517009,-4365.472439339159,60.0,2024-01,BTC_Original
2024-01-29 14:16:07.586613,2024-01-29 15:16:07.586613,SHORT,TREND,39906.00508823906,39816.00508823906,True,True,True,True,TP3,0.1202826489243003,48.0,1.0,2024-01,BTC_Original
2024-01-29 15:16:07.586613,2024-01-29 16:16:07.586613,SHORT,TREND,39322.249296236994,39232.249296236994,True,True,True,True,TP3,0.1220682968524728,48.0,1.0,2024-01,BTC_Original
2024-01-30 08:16:07.586613,2024-01-30 10:16:07.586613,SHORT,TREND,37532.08134485069,37442.08134485069,True,True,True,True,TP3,0.1278905892773929,48.0,2.0,2024-01,BTC_Original
2024-01-30 14:16:07.586613,2024-01-30 15:16:07.586613,SHORT,TREND,37202.21553044624,37112.21553044624,True,True,True,True,TP3,0.129024573713135,48.0,1.0,2024-01,BTC_Original
2024-02-02 08:16:07.586613,2024-02-02 09:16:07.586613,LONG,TREND,38770.84235944836,38860.84235944836,True,True,True,True,TP3,0.1238043774107025,48.0,1.0,2024-02,BTC_Original
2024-02-02 09:16:07.586613,2024-02-02 10:16:07.586613,LONG,TREND,38811.80836308931,38901.80836308931,True,True,True,True,TP3,0.1236737014440399,47.99999999999999,1.0,2024-02,BTC_Original
2024-02-02 10:16:07.586613,2024-02-02 11:16:07.586613,LONG,TREND,38846.528824410685,38936.528824410685,True,True,True,True,TP3,0.1235631636920861,48.0,1.0,2024-02,BTC_Original
2024-02-02 14:16:07.586613,2024-02-02 15:16:07.586613,LONG,RANGE,39050.26694346922,39100.26694346922,True,True,True,True,TP3,0.0742632567454189,29.0,1.0,2024-02,BTC_Original
2024-02-02 13:16:07.586613,2024-02-02 16:16:07.586613,LONG,RANGE,39303.07399449188,39353.07399449188,True,True,True,True,TP3,0.0737855771893674,29.000000000000007,3.0,2024-02,BTC_Original
2024-02-02 15:16:07.586613,2024-02-02 16:16:07.586613,LONG,RANGE,39200.91735007364,39250.91735007364,True,True,True,True,TP3,0.0739778606225538,29.0,1.0,2024-02,BTC_Original
2024-02-04 10:16:07.586613,2024-02-04 11:16:07.586613,SHORT,RANGE,38525.88144111527,32581.88276259812,False,False,False,False,SL,15.427287984575944,5943.4986785171495,1.0,2024-02,BTC_Original
2024-02-04 14:16:07.586613,2024-02-04 15:16:07.586613,SHORT,RANGE,38120.661038152975,31894.06432159644,False,False,False,False,SL,16.33260428072105,6226.096716556534,1.0,2024-02,BTC_Original
2024-02-05 10:16:07.586613,2024-02-05 11:16:07.586613,LONG,RANGE,37924.1398348508,37974.1398348508,True,True,True,True,TP3,0.0764684449701088,29.0,1.0,2024-02,BTC_Original
2024-02-07 08:16:07.586613,2024-02-07 10:16:07.586613,SHORT,RANGE,36491.85923303528,36466.73258084199,True,True,False,True,TRAILING_SL,0.0663855746125599,24.225330438656968,2.0,2024-02,BTC_Original
2024-02-07 09:16:07.586613,2024-02-07 10:16:07.586613,SHORT,RANGE,36632.99166718689,36582.99166718689,True,True,True,True,TP3,0.0791636136722517,29.000000000000004,1.0,2024-02,BTC_Original
2024-02-07 10:16:07.586613,2024-02-07 16:16:07.586613,SHORT,RANGE,36709.69818742023,36659.69818742023,True,True,True,True,TP3,0.0789981978384605,29.000000000000004,6.0,2024-02,BTC_Original
2024-02-10 14:16:07.586613,2024-02-10 15:16:07.586613,LONG,RANGE,38083.95058996137,38133.95058996137,True,True,True,True,TP3,0.0761475622952944,29.000000000000004,1.0,2024-02,BTC_Original
2024-02-13 10:16:07.586613,2024-02-13 11:16:07.586613,LONG,TREND,42072.47332746671,45949.62812995758,False,False,False,False,SL,9.214230816233057,3876.6548024908698,1.0,2024-02,BTC_Original
2024-02-13 13:16:07.586613,2024-02-13 14:16:07.586613,LONG,TREND,42080.84916368356,42170.84916368356,True,True,True,True,TP3,0.1140661392389979,48.00000000000001,1.0,2024-02,BTC_Original
2024-02-13 14:16:07.586613,2024-02-13 15:16:07.586613,LONG,TREND,42315.84814764996,42405.84814764996,True,True,True,True,TP3,0.1134326785381134,48.0,1.0,2024-02,BTC_Original
2024-02-13 15:16:07.586613,2024-02-13 16:16:07.586613,LONG,TREND,42958.78065740431,43048.78065740431,True,True,True,True,TP3,0.1117350149735378,48.0,1.0,2024-02,BTC_Original
2024-02-14 08:16:07.586613,2024-02-14 09:16:07.586613,LONG,TREND,45819.09642186116,45909.09642186116,True,True,True,True,TP3,0.1047598135896418,48.00000000000001,1.0,2024-02,BTC_Original
2024-02-14 09:16:07.586613,2024-02-14 10:16:07.586613,LONG,TREND,46299.94237910623,46389.94237910623,True,True,True,True,TP3,0.1036718352843155,48.0,1.0,2024-02,BTC_Original
2024-02-14 10:16:07.586613,2024-02-14 11:16:07.586613,LONG,TREND,46372.30809144297,46462.30809144297,True,True,True,True,TP3,0.1035100515276215,48.0,1.0,2024-02,BTC_Original
2024-02-14 13:16:07.586613,2024-02-14 14:16:07.586613,LONG,TREND,46158.26840710268,53490.43024311946,False,False,False,False,SL,15.883745402564983,7331.661836016778,1.0,2024-02,BTC_Original
2024-02-14 15:16:07.586613,2024-02-14 16:16:07.586613,LONG,RANGE,47229.175853599314,53490.43024311946,False,False,False,False,SL,13.256116111208865,6260.754389520144,1.0,2024-02,BTC_Original
2024-02-16 10:16:07.586613,2024-02-18 04:16:07.586613,SHORT,TREND,46342.95096716549,46252.95096716549,True,True,True,True,TP3,0.1024427642375138,47.475,42.0,2024-02,BTC_Original
2024-02-19 10:16:07.586613,2024-02-19 11:16:07.586613,LONG,TREND,51905.53397942172,51995.53397942172,True,True,True,True,TP3,0.0924756886597677,48.0,1.0,2024-02,BTC_Original
2024-02-19 13:16:07.586613,2024-02-19 14:16:07.586613,LONG,RANGE,52158.29603445447,52208.29603445447,True,True,True,True,TP3,0.0555999758520549,29.000000000000004,1.0,2024-02,BTC_Original
2024-02-19 15:16:07.586613,2024-02-19 16:16:07.586613,LONG,RANGE,51984.46638575977,52034.46638575977,True,True,True,True,TP3,0.0557858953188063,29.0,1.0,2024-02,BTC_Original
2024-02-19 14:16:07.586613,2024-02-20 02:16:07.586613,LONG,RANGE,52420.313630745295,52470.313630745295,True,True,True,True,TP3,0.055322065038144,29.0,12.0,2024-02,BTC_Original
2024-02-20 08:16:07.586613,2024-02-20 10:16:07.586613,LONG,TREND,53023.89467004429,53113.89467004429,True,True,True,True,TP3,0.0905252250870916,48.00000000000001,2.0,2024-02,BTC_Original
2024-02-20 10:16:07.586613,2024-02-20 11:16:07.586613,LONG,TREND,52980.86422074301,53070.86422074301,True,True,True,True,TP3,0.0905987486349969,48.0,1.0,2024-02,BTC_Original
2024-02-20 13:16:07.586613,2024-02-20 14:16:07.586613,LONG,TREND,53481.09212285216,53571.09212285216,True,True,True,True,TP3,0.0897513459331356,48.0,1.0,2024-02,BTC_Original
2024-02-20 14:16:07.586613,2024-02-20 15:16:07.586613,LONG,TREND,53697.34457197775,53787.34457197775,True,True,True,True,TP3,0.0893898951290955,48.00000000000001,1.0,2024-02,BTC_Original
2024-02-20 15:16:07.586613,2024-02-20 19:16:07.586613,LONG,TREND,53811.84546718116,53901.84546718116,True,True,True,True,TP3,0.0891996912264871,48.00000000000001,4.0,2024-02,BTC_Original
2024-02-20 09:16:07.586613,2024-02-21 02:16:07.586613,SHORT,TREND,52343.889590856845,52253.889590856845,True,True,True,True,TP3,0.0917012479874716,48.0,17.0,2024-02,BTC_Original
2024-02-22 15:16:07.586613,2024-02-23 01:16:07.586613,SHORT,TREND,52613.71932379616,54201.59629529066,False,False,False,False,SL,-3.018940671575197,-1588.376971494501,10.0,2024-02,BTC_Original
